google/multiberts-seed_0,P@1,0.30449246641947403
google/multiberts-seed_0,P@10,0.584856602248722
google/multiberts-seed_1,P@1,0.3284363823331736
google/multiberts-seed_1,P@10,0.5919994791799441
google/multiberts-seed_2,P@1,0.3334768964067613
google/multiberts-seed_2,P@10,0.628542432506431
google/multiberts-seed_3,P@1,0.32157490849222625
google/multiberts-seed_3,P@10,0.6160067696252968
google/multiberts-seed_4,P@1,0.3466219238310944
google/multiberts-seed_4,P@10,0.6326875262086951
google/multiberts-seed_5,P@1,0.34450137192086594
google/multiberts-seed_5,P@10,0.6308444859497262
google/multiberts-seed_6,P@1,0.3376002900883428
google/multiberts-seed_6,P@10,0.6135904905938682
google/multiberts-seed_7,P@1,0.287130706912314
google/multiberts-seed_7,P@10,0.5769271381003975
google/multiberts-seed_8,P@1,0.33597750893995754
google/multiberts-seed_8,P@10,0.6124403786791089
google/multiberts-seed_9,P@1,0.3525108330192149
google/multiberts-seed_9,P@10,0.6378188851329848
google/multiberts-seed_10,P@1,0.334670648036957
google/multiberts-seed_10,P@10,0.6242075277441167
google/multiberts-seed_11,P@1,0.3329169773189567
google/multiberts-seed_11,P@10,0.6224478834085868
google/multiberts-seed_12,P@1,0.30794426290944465
google/multiberts-seed_12,P@10,0.5973085476410603
google/multiberts-seed_13,P@1,0.3364899936497508
google/multiberts-seed_13,P@10,0.6282544229835838
google/multiberts-seed_14,P@1,0.33027496423513997
google/multiberts-seed_14,P@10,0.6165739671891445
google/multiberts-seed_15,P@1,0.40705927574618306
google/multiberts-seed_15,P@10,0.696994850821276
google/multiberts-seed_16,P@1,0.3216658202928176
google/multiberts-seed_16,P@10,0.6169229395395914
google/multiberts-seed_17,P@1,0.34894993509038297
google/multiberts-seed_17,P@10,0.6292833611061105
google/multiberts-seed_18,P@1,0.3169996889199397
google/multiberts-seed_18,P@10,0.611636180160908
google/multiberts-seed_19,P@1,0.35298881178861985
google/multiberts-seed_19,P@10,0.6365919355438783
google/multiberts-seed_20,P@1,0.35073980114571124
google/multiberts-seed_20,P@10,0.6300700614795776
google/multiberts-seed_21,P@1,0.3284996320705493
google/multiberts-seed_21,P@10,0.6135873351305294
google/multiberts-seed_22,P@1,0.3555114700656488
google/multiberts-seed_22,P@10,0.6282638218013402
google/multiberts-seed_23,P@1,0.3345313030628675
google/multiberts-seed_23,P@10,0.6100479336536097
google/multiberts-seed_24,P@1,0.3399479655336458
google/multiberts-seed_24,P@10,0.6369433647412907
